login,order_id,customer_id,MOTT,status,marketplaceid,orderTotalAmountUSD,ictry_cd,bctry_cd,cctry_cd,sctry_cd,emailorg,ipadd,paymeth,gls,isfba,hasprime,seg,fastlane,numitem,issuingbank,fingerprint,createdcountrycode,ipstate,sst_cd,zip,nsignins,days_lastorder,comp_dayob,capture_date,capture_calendar_week,event_day,event_calendar_week,event_calendar_month,event_calendar_year,event_priority,capture_priority,risk_score,conceded_order_id,conc_amt_usd,max_concession_creation_day,min_concession_creation_day,unique_id,report_generation_date
abc,204-4052524-8069142,674670325712,tt/d141997345,NORMAL,3,759.72,,GB,GB,GB,,10.81.102.125,CC,107,1,1,4,1,1,MONZO BANK LIMITED,j7PbZ/5Ng4JFPdLVNRI7KA==,GB,--,,CH44 4DJ,4,4.297521,189.951803,2024-11-06 18:54:40.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,62a6127626ddad861e10b59fb66b67ed,2024-11-07 00:00:00.000
aba,113-4300353-8436267,74702647902,tt/d141997345,NORMAL,1,2458.98,,US,US,US,GMAIL.COM,10.162.193.237,CC,"199,421,468",1,1,1,1,3,Lake Michigan Credit Union,goOPOvli9WbPXHbhCdcKXQ==,US,--,NY,11354-5047,7,580.580933,2179.396674,2024-10-30 05:42:30.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,65,,,,,9aadca45963318ca2061bcb3eca758c3,2024-11-07 00:00:00.000
abd,171-2043100-3043525,712754949412,tt/d141997345,NORMAL,35691,2107.83,,IT,,IT,LIBERO.IT,10.89.144.3,"CC,GC",107,1,1,4,1,2,,iC1btmg3gZdQ5lBA1cq5mw==,IT,--,FI,50018,7,6.07049,164.090502,2024-11-07 19:11:33.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,e0b71650c0aadf5df4ec20cb5ddb1cfc,2024-11-07 00:00:00.000
abb,402-7982294-2357949,7381332735,tt/d141997345,NORMAL,35691,841.56,,IT,IT,IT,GMAIL.COM,10.90.184.22,CC,107,1,1,4,1,1,UNICREDIT_SPA,,IT,--,PC,29122,21,0.715232,4254.586737,2024-11-06 12:30:02.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,80,,,,,9c5990eccc99760a3699a30fec1b4a35,2024-11-07 00:00:00.000
abc,403-1798394-0925923,10567815925,tt/d141997345,NORMAL,35691,1231.41,IT,IT,IT,IT,HOTMAIL.IT,151.62.206.196,CC,107,1,0,4,1,1,CARTASI_SPA,mXn2cdJR5t+bk1ETZP27pw==,IT,--,MONZAEBRIANZA,20816,50,70.857523,2830.614294,2024-11-06 09:02:52.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,60,,,,,cc26f1911c5ee0adaad96753e647275e,2024-11-07 00:00:00.000
aba,406-9200354-9801147,553893779712,tt/d141997345,NORMAL,35691,871.62,,IT,,IT,GMAIL.COM,10.91.0.188,"CC,GC",107,1,0,4,1,1,,lEzigjcUqRM3GuXcPDLuUg==,IT,--,TRAPANI,91022,24,43.944326,347.615252,2024-10-29 14:14:55.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,70,,,,,277acf460abda15f6ec3441abd0ec78f,2024-11-07 00:00:00.000
abd,407-3395872-2360344,380370638102,tt/d141997345,NORMAL,35691,864.52,,FR,FR,FR,GMAIL.COM,10.89.144.3,CC,421,1,0,4,1,1,BNP Paribas,tBnSzLAEaV9MT166BJKALg==,UNKNOWN,--,,95490,50,0.602438,1160.195991,2024-11-01 22:19:05.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,94,,,,,d5bc146b51008c7d154955874b08e64d,2024-11-07 00:00:00.000
abb,026-8273461-4557165,14350666002,tt/d141997345,NORMAL,3,1300.05,,GB,GB,GB,HOTMAIL.COM,10.90.184.22,CC,147,1,1,4,1,1,Barclays Bank PLC,SXRuF79cVb261DETKSpU2A==,US,--,,SE2 0HA,50,11.090988,1476.460166,2024-10-31 00:28:51.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,94,,,,,e77103a3ca4caf19a5a38f77feef1756,2024-11-07 00:00:00.000
abc,112-0104823-1229864,463197418602,tt/d141997345,NORMAL,1,3499.0,,US,US,US,GMAIL.COM,10.66.208.148,CC,147,1,1,4,1,1,,PyWpvRkm5WoKLPPCY3s1UQ==,US,--,WA,98188-4155,50,8.518245,911.321405,2024-10-30 12:34:34.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,88,,,,,1727a8fb1ab667333298ae50672b7dcb,2024-11-07 00:00:00.000
aba,112-5333428-0500216,16676394312,tt/d141997345,NORMAL,1,824.18,CA,GB,CA,CA,ME.COM,173.206.133.159,CC,107,1,0,4,0,1,MACEDONIA_THRACE_BANK_SA,OCKbyiBBy0BeXkBbSSHy1A==,GB,ON,ON,L4C 6N9,50,10.072002,2356.161655,2024-11-04 02:08:38.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,aeaa6772a576ab86656956a09e7bacf0,2024-11-07 00:00:00.000
abd,113-3853767-4543453,951634403602,tt/d141997345,NORMAL,1,479.0,,US,US,US,YAHOO.COM,10.160.42.226,CC,421,1,1,1,1,1,,Jd5/2AIeV437SuW1DXMpEg==,US,--,GA,30096-7115,21,13.644711,13.644711,2024-11-02 22:36:31.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,92,,,,,06b99606a5df5fb82082be67b8b9d7be,2024-11-07 00:00:00.000
abb,402-9610844-3625113,521417507612,tt/d141997345,NORMAL,44551,1091.24,ES,AR,AR,ES,GMAIL.COM,37.11.40.148,CC,107,1,0,4,1,1,,XdFpdB6zLksfr++wV1hDiw==,NL,MD,MADRID,28041,50,61.997824,399.697477,2024-10-28 13:03:01.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,95,,,,,f62d2df52c152b967f0f6ff75470c714,2024-11-07 00:00:00.000
abc,403-7799100-6489100,16869623725,tt/d141997345,NORMAL,35691,717.77,IT,IT,IT,IT,GMAIL.COM,80.181.187.190,CC,"23,107",1,0,4,1,3,RBS_CITIZENS_NA,E3e7GdbDsGdDm5VK/Mh2bw==,IT,--,PA,90128,50,24.663819,2566.736632,2024-10-29 10:57:54.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,c0255ba4187386ec6831f836bebc83e7,2024-11-07 00:00:00.000
aba,404-6899269-5361949,36248669312,tt/d141997345,NORMAL,35691,866.37,,IT,IT,IT,GMAIL.COM,10.91.37.54,"CC,GC",107,1,1,4,1,1,UNICREDIT_SPA,2TI9LafJoNCCRfIvXp/s1A==,IT,--,VICENZA,36075,50,9.974635,1762.791811,2024-10-28 11:29:45.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,62,,,,,8ceac493ad10bc5342ef389ea6632fe1,2024-11-07 00:00:00.000
abd,405-2297948-9075518,817813756812,tt/d141997345,NORMAL,35691,712.08,IT,IT,,IT,GMAIL.COM,2a01:0827:18df:5401:c90d:f6ae:fbc8:4a38,"CC,GC",63,1,0,1,1,1,INTESA SANPAOLO S.P.A.,t8Ifpim4b6kpDx0PMtI6CA==,IT,--,REGGIOEMILIA,42123,23,2.799387,15.189236,2024-10-30 17:37:00.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,76,,,,,bbe80f7c7fb32b7ccfbc816ae6ffcea5,2024-11-07 00:00:00.000
abb,405-8138261-2181102,13721639135,tt/d141997345,NORMAL,44551,1265.15,,ES,ES,ES,YAHOO.ES,10.88.117.132,CC,147,1,1,4,1,1,CAIXABANK S.A.,Ffj7yzu2bGJmUmAK2OJv6Q==,ES,--,ZARAGOZA,50011,50,9.311492,2975.239386,2024-11-01 15:07:18.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,92,,,,,326b9e1da64c26beb6488d7dea459407,2024-11-07 00:00:00.000
abc,406-6096558-7719507,338304756812,tt/d141997345,NORMAL,44551,1295.46,ES,ES,ES,ES,GMAIL.COM,92.172.243.197,CC,107,1,1,4,0,1,"Caixabank Electronic Money, Ede, S.L.",JaZU2fJS33cLcPItbie4/w==,ES,MD,LASPALMASDEGRANCANARIA,35007,50,17.973171,799.290648,2024-10-30 03:15:04.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,62,,,,,0f9e6fa52f02aa18a2835db5e2a17f2a,2024-11-07 00:00:00.000
aba,408-2745237-5761904,9066433125,tt/d141997345,NORMAL,35691,1014.26,,IT,,IT,GMAIL.COM,10.80.188.228,Installments,"107,364",1,0,4,1,2,,qFynfRetq4WXFgMe+NQ7oQ==,IT,--,VE,30021,1,1073.519074,1073.519074,2024-11-05 13:51:58.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,64,,,,,49bb1f6e3235522ae895b9fdb0448d32,2024-11-07 00:00:00.000
abd,171-3013975-4840361,34230393712,tt/d141997345,NORMAL,35691,1118.0,,IT,IT,IT,,10.88.117.132,CC,107,1,1,4,1,1,CARTASI_SPA,,IT,--,RAVENNA,48015,1,47.809289,1198.263015,2024-11-03 16:53:53.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,64,,,,,4d8b8bfe6a4bb34d38abc2ebfd877bfb,2024-11-07 00:00:00.000
abb,203-4671022-0961113,171414240612,tt/d141997345,NORMAL,3,1294.71,,GB,GB,GB,GMAIL.COM,10.80.188.228,CC,107,1,1,4,1,1,Capital One (Europe) PLC,+iKB4yVqZHOVmuOuLEipuw==,GB,--,,B31 4LN,50,2.425073,1269.556114,2024-10-28 10:43:12.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,87,,,,,354040c6c10a2471bc09cac654a3ec63,2024-11-07 00:00:00.000
abc,405-1222611-8593102,242439021912,tt/d141997345,NORMAL,35691,1776.31,,IT,IT,IT,GMAIL.COM,10.90.197.10,CC,107,1,0,4,1,1,SETEFI S.P.A.,73yg30TuH2nHUlvVveXUCQ==,IT,--,BOLOGNA,40068,8,2.167436,1148.078837,2024-11-07 15:45:02.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,65,,,,,b9afe17d4dac45ce3eb170b15440ccac,2024-11-07 00:00:00.000
aba,405-7862571-1825948,9820612212,tt/d141997345,NORMAL,35691,1211.5,IT,IT,IT,IT,GMAIL.COM,87.8.43.128,CC,107,1,1,4,1,1,TELLER A.S.,E3e7GdbDsGdDm5VK/Mh2bw==,IT,--,NOVARA,28060,50,22.004363,2608.854109,2024-10-29 17:11:56.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,0f256436788f89c8bb06a1f7037fb796,2024-11-07 00:00:00.000
abd,406-8008659-9208305,439965950212,tt/d141997345,NORMAL,35691,825.87,,IT,,IT,,10.91.14.184,Installments,107,1,1,4,1,1,,r5fgCzyOH1qBjEehIBObNw==,IT,--,SALERNO,84125,50,2.758908,377.94304,2024-10-29 14:38:48.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,75,,,,,4f9bc579e34471176bb984bad30d8402,2024-11-07 00:00:00.000
abb,407-4945846-3948345,12750923535,tt/d141997345,NORMAL,35691,605.17,,IT,,IT,GMAIL.COM,10.90.118.86,Installments,107,1,1,4,1,1,,f2c0WPlUffWRCYGcFOChIQ==,IT,--,BOLOGNA,40017,41,30.895573,2848.524774,2024-11-04 12:18:25.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,95,,,,,023af5e8ad6df56c0b38b853bf372961,2024-11-07 00:00:00.000
abc,407-8872608-2949960,768810915712,tt/d141997345,NORMAL,35691,1221.33,,IT,IT,IT,GMAIL.COM,10.88.152.83,CC,107,1,1,4,1,1,BANCO FINECO,qqWC3Hbp/vBwtF1Jwq5xew==,IT,--,ROMA,00147,15,39.170157,44.229937,2024-11-02 04:37:40.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,d7ccd69544c0e09b26d8c29f939dc890,2024-11-07 00:00:00.000
aba,408-0219360-3393961,98776962312,tt/d141997345,NORMAL,35691,2181.72,,IT,IT,IT,GMAIL.COM,10.90.53.10,CC,"63,107",1,1,4,1,3,Revolut,,IT,--,NAPOLI,80018,4,17.898072,1377.885966,2024-11-07 12:55:33.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,60,,,,,76cc6214b682cb70ab93d17c78ac35a9,2024-11-07 00:00:00.000
abd,113-3852174-8428242,12265271805,tt/d141997345,NORMAL,1,224.08,,US,US,US,YAHOO.COM,10.160.234.45,"CC,GC","147,193,194,309,364,504",1,0,4,1,7,,j/fq3qKCrpwbVM9Ss67pmw==,US,--,FL,33578-9506,50,11.106105,4113.787158,2024-10-28 22:15:26.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,98463f83264e0401ee42c7ccefb7e176,2024-11-07 00:00:00.000
abb,171-7812650-9754704,216013880912,tt/d141997345,NORMAL,5,1560.94,,FR,FR,FR,GMAIL.COM,10.90.192.66,CC,107,1,1,4,1,1,LA BANQUE POSTALE,j/fq3qKCrpwbVM9Ss67pmw==,FR,--,,93200,50,6.698431,1194.668026,2024-11-04 02:42:56.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,e372b3a833eb69bb2750356fa5f78a24,2024-11-07 00:00:00.000
abc,403-0361545-9393106,279420154712,tt/d141997345,NORMAL,44551,1300.17,,ES,ES,ES,GMAIL.COM,10.90.192.66,CC,107,1,0,4,0,1,UNICAJA,1vJiac/RvhylcRqcB4zvdw==,ES,--,SALAMANCA,37770,7,956.281135,964.296783,2024-10-31 01:21:55.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,92,,,,,9741a64050335ee0c413c186d149687f,2024-11-07 00:00:00.000
aba,404-7335409-1996346,571731302602,tt/d141997345,NORMAL,44551,6986.06,ES,ES,ES,ES,GMAIL.COM,82.158.60.121,CC,107,1,1,1,1,5,,Ee5PSLlA1o4yh26HjCzYWw==,US,MD,MADRID,28802,6,1.460891,49.607037,2024-10-31 10:36:29.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,77,,,,,ca6e863715b186aa41fe8dd1f4b02d23,2024-11-07 00:00:00.000
abd,406-0495365-1253940,50870276612,tt/d141997345,NORMAL,5,1102.68,,FR,FR,FR,GMAIL.COM,10.91.68.36,CC,107,1,1,4,1,1,,lNvDXdwnCKAmZIygZ4uG1Q==,FR,--,,93230,36,10.332272,2026.738047,2024-11-07 15:43:00.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,69,,,,,71d8a835f651e6e2ec0c63d269c2942b,2024-11-07 00:00:00.000
abb,408-3332837-5053958,15748296012,tt/d141997345,NORMAL,35691,1114.09,,IT,IT,IT,GMAIL.COM,10.81.102.125,CC,"23,107",1,1,4,1,2,INTESA SANPAOLO S.P.A.,t8Ifpim4b6kpDx0PMtI6CA==,IT,--,GENOVA,16035,48,89.106823,1722.000584,2024-11-05 19:23:57.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,68,,,,,0fe9618aee0dc82d081bccaf99edfd7b,2024-11-07 00:00:00.000
abc,408-9121297-9777137,11197929635,tt/d141997345,NORMAL,44551,1336.26,,ES,ES,ES,GMAIL.COM,10.89.63.249,CC,107,1,1,4,1,1,Banco Bilbao Vizcaya Argentaria S.A. (Bbva),6bU/Afhu5wG1XzFDEFRbZA==,GB,--,HUESCA,22423,30,17.041561,2758.37648,2024-11-05 15:24:03.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,65,,,,,2a05516c7a20b368e5fe94826077b260,2024-11-07 00:00:00.000
aba,028-5773071-6955516,534499618712,tt/d141997345,NORMAL,4,1322.15,,DE,DE,DE,GMAIL.COM,10.90.216.230,CC,107,1,1,4,1,1,,N2jN+a0uh8DEvb0VL/rS4Q==,DE,--,,24797,50,5.990123,381.126419,2024-10-31 14:49:38.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,cf37d0f656e3d1709261ac2fd02b4f4f,2024-11-07 00:00:00.000
abd,302-3296391-9360316,197145505512,tt/d141997345,NORMAL,4,1327.64,,DE,DE,DE,MARVELIMMOBILIEN.DE,10.81.102.125,"CC,GC",107,1,0,4,0,1,AMERICAN EXPRESS,E3e7GdbDsGdDm5VK/Mh2bw==,DE,--,,32049,37,17.167946,1316.236789,2024-11-05 18:16:56.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,69,,,,,09de6b0dee509b756464672d714bc600,2024-11-07 00:00:00.000
abb,403-5217009-3369147,32670482312,tt/d141997345,NORMAL,35691,1220.13,,TR,TR,IT,GMAIL.COM,10.81.242.70,CC,107,1,1,4,1,1,Akbank,qZ61ATkp0rU+wRZuwcbkjA==,TR,--,FI,50123,45,2.193292,2238.142296,2024-11-04 15:49:25.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,69,,,,,58a284cdb912bf6b656f2729fb431ef7,2024-11-07 00:00:00.000
abc,403-9497650-7954750,9734095625,tt/d141997345,NORMAL,35691,1009.79,,IT,,IT,GMAIL.COM,10.91.48.111,Installments,107,1,0,4,1,1,,BwZIKfz3f5/y+gYUVUOtow==,IT,--,CATANIA,95030,7,1365.859457,2903.001135,2024-11-04 10:56:19.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,66,,,,,fa2aca1b16e21ef3c135a63f70d40eb7,2024-11-07 00:00:00.000
aba,406-5355256-5969966,670452237412,tt/d141997345,NORMAL,44551,1762.93,,ES,ES,ES,OUTLOOK.ES,10.91.42.158,CC,107,1,1,4,1,1,HOT_SHOP_PROMOTORA_DE_NEGOCIOS,Qb5EN6gOfnewK5lbkUtqDg==,ES,--,BARCELONA,08389,24,3.786857,212.855364,2024-11-02 12:32:44.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,15e5a777b0c51548646aabe6a175cba5,2024-11-07 00:00:00.000
abd,406-9275454-0373958,6076605612,tt/d141997345,NORMAL,35691,1328.38,,IT,IT,IT,GMAIL.COM,10.91.0.188,CC,107,1,1,4,0,1,Intesa Sanpaolo Spa,SXRuF79cVb261DETKSpU2A==,IT,--,PD,35018,6,11.681312,2555.916347,2024-11-02 14:04:01.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,67,,,,,1c932a629aecac698f62593309a2fb04,2024-11-07 00:00:00.000
abb,408-1645283-5404321,11129022235,tt/d141997345,NORMAL,5,1109.55,FR,FR,,FR,HOTMAIL.FR,2a01:cb06:0a96:f000:d1cb:ea39:0fa0:4130,Installments,107,1,1,4,1,1,,,FR,IDF,,27000,50,19.402442,3321.31603,2024-11-03 23:27:08.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,87,,,,,0758925e5eaf4a8acf3a31c9e33ce76f,2024-11-07 00:00:00.000
abc,408-5811966-2128338,1159719532,tt/d141997345,NORMAL,44551,361.63,,ES,ES,ES,LIVE.COM,10.81.102.125,CC,147,1,0,1,1,1,Banco Santander S.A.,pDXNUlXaxrsVrzJxflv1Ag==,ES,--,MADRID,28430,26,0.0,0.0,2024-10-31 08:11:37.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,69,,,,,712994dce1a8bdee9af68636d53e3f8d,2024-11-07 00:00:00.000
aba,701-9462026-3522651,860523199802,tt/d141997345,NORMAL,7,790.47,,CA,CA,CA,GMAIL.COM,10.89.129.101,CC,107,1,1,4,1,1,,VNPSfC1zjrI0rwysfFfUnw==,CA,--,ON,L5W 1L9,50,,94.217934,2024-10-30 12:20:15.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,70,,,,,4524eb42c616e7d6e7b581c5902058b4,2024-11-07 00:00:00.000
abd,202-1752921-5493950,123820208312,tt/d141997345,NORMAL,3,3230.39,,GB,GB,GB,YAHOO.CO.UK,10.91.37.54,CC,"63,107",1,0,4,1,4,Bank of Scotland PLC,fz5JkYTyBbrrqVtmHs1J2w==,GB,--,DURHAM,DL5 5HN,8,4.99728,1582.111736,2024-10-30 12:50:00.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,9867ba63084e8ec3f5b454646fc18796,2024-11-07 00:00:00.000
abb,206-9883115-9673102,8239796235,tt/d141997345,NORMAL,3,288.56,,GB,GB,GB,GMAIL.COM,10.90.170.167,CC,504,1,0,4,1,1,LLOYDS BANK PLC,mtnJM8MXFSA+c/Wdcq3+WQ==,GB,--,,DN4 0FP,50,8.735726,4058.82546,2024-11-01 14:41:16.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,64,,,,,59a817b335757455173a10bcecdba14d,2024-11-07 00:00:00.000
abc,402-1792139-9031551,802409946412,tt/d141997345,NORMAL,44551,494.4,ES,ES,ES,ES,GMAIL.COM,79.117.198.47,CC,107,1,0,1,1,1,Caixabank S.A.,t6ag+6SLBNPJrsk0K1uh8A==,ES,CT,BIZKAIA,48006,24,2.033796,30.376146,2024-10-29 21:41:10.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,66,,,,,7554472d1bf3886b0255afa82032b3d2,2024-11-07 00:00:00.000
aba,402-6633607-5186703,13519740435,tt/d141997345,NORMAL,5,827.86,,DE,DE,DE,GMAIL.COM,10.89.72.127,CC,107,1,0,1,1,1,,8jgpXvp0m7s2eVY3KmX1/w==,DE,--,NIEDERSACHSEN,38690,50,2.835134,22.587935,2024-11-01 08:05:05.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,9f8a38fe51b635d863dbfcd90ca152a2,2024-11-07 00:00:00.000
abd,403-1577747-5795505,36256162612,tt/d141997345,NORMAL,35691,986.9,,XK,IT,IT,GMAIL.COM,10.91.14.184,CC,107,1,0,4,1,1,PostePay,1mVkzzKbXxZWuyaDEWxWLA==,IT,--,BRESCIA,25121,44,10.919177,1102.255358,2024-11-07 16:36:56.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,75,,,,,3e747d3c69da0397b88fe112e73e9a0c,2024-11-07 00:00:00.000
abb,405-9551395-0993105,27792772512,tt/d141997345,NORMAL,44551,1093.9,,ES,ES,ES,HOTMAIL.COM,10.90.112.132,CC,107,1,1,4,1,1,Caja Rurale de Almendralejo,sCVn0EyGHsvNfMBnLLAsmw==,ES,--,BADAJOZ,06476,5,8.120447,2300.738457,2024-10-31 08:56:11.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,933faf9dd9bcbe8db18c49f3ae766c39,2024-11-07 00:00:00.000
abc,406-1481531-3535506,10206691325,tt/d141997345,NORMAL,44551,2395.38,ES,ES,ES,ES,GMAIL.COM,85.152.49.46,CC,107,1,0,4,1,2,Banco Cooperativo Espanol S.A.,,ES,AS,ASTURIAS,33554,3,16.849155,2755.802535,2024-11-01 15:31:44.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,68,,,,,200e4ecb99518a80bb07ad300895e87f,2024-11-07 00:00:00.000
aba,407-9579559-5499565,311353365612,tt/d141997345,NORMAL,44551,794.39,,ES,,ES,GMAIL.COM,10.90.52.47,Installments,107,1,0,4,1,1,,fjCs6GVr/1+ahEA9T85mjA==,ES,--,VIZKAYA,48200,9,48.871195,656.790802,2024-11-05 16:05:34.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,85,,,,,6565132c34433dab10b58a4c191b4dbb,2024-11-07 00:00:00.000
abd,408-3521882-1416368,522361339212,tt/d141997345,NORMAL,44551,4298.52,,ES,ES,ES,INBOX.EU,10.91.48.111,CC,107,1,0,4,1,4,Mastercajas S.A.,Md/3bf2OlLJrAwO7NKwzdQ==,ES,--,MADRID,28020,47,23.559864,402.835604,2024-11-02 16:33:02.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,98,,,,,f74fb49f209d098be4e78374c5e89f1a,2024-11-07 00:00:00.000
abb,408-6878073-6784328,265894753,tt/d141997345,NORMAL,5,955.82,,FR,,FR,HOTMAIL.FR,10.91.42.158,Installments,147,1,1,4,1,1,,,FR,--,,93400,47,19.01699,4475.812256,2024-11-06 10:55:30.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,cd89e3d206266d0c118805832ad126ac,2024-11-07 00:00:00.000
abc,114-5442505-2644217,1224473011,tt/d150772553,NORMAL,1,276.69,,US,US,US,YAHOO.COM,10.163.185.61,CC,147,1,1,4,1,1,,GJ1waSJ/BB9vdwV/IwK8MQ==,US,--,CA,91730-3884,50,5.895261,374.043675,2024-11-02 02:35:30.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,d61cba3614019572604ec12fc9e04a9d,2024-11-07 00:00:00.000
aba,702-2268578-0925869,956224542502,tt/d156743408,NORMAL,771770,420.55,US,MX,,MX,GMAIL.COM,212.102.40.177,PayLaterAccount,107,1,1,2,1,1,,g82uUenozt5tIIQq3g7/0w==,MX,TX,PUEBLA,72050,4,0.006782,0.006782,2024-11-01 01:53:31.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,61,,,,,bfd3d52b533761afb673598c48aa7682,2024-11-07 00:00:00.000
abd,171-3239399-8559514,828411700412,tt/d24674161,NORMAL,712115121,1020.59,PL,PL,,PL,GMAIL.COM,77.87.7.41,P24,196,1,0,3,1,1,,E3e7GdbDsGdDm5VK/Mh2bw==,PL,--,,39-300,3,0.0,0.0,2024-10-28 18:38:34.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,61cb26839592dbe0bdac4c612a8ed09a,2024-11-07 00:00:00.000
abb,402-6050656-3005959,834529268212,tt/d25088272,NORMAL,712115121,240.51,PL,PL,PL,PL,GMAIL.COM,95.49.164.1,CC,147,1,0,3,1,1,BANK POLSKA KASA OPIEKI S.A. - (BANK PEKAO S.A.),E3e7GdbDsGdDm5VK/Mh2bw==,PL,--,,87-148,2,0.0,0.0,2024-11-06 21:45:12.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,f1d54ac5fe4ffb2e6ad0fa525b15be72,2024-11-07 00:00:00.000
abc,408-3864026-2218733,17133876625,tt/d25088272,NORMAL,712115121,369.47,CZ,PL,,PL,HOTMAIL.COM,193.36.222.208,Blik,421,1,0,3,1,1,,E3e7GdbDsGdDm5VK/Mh2bw==,DE,--,,41-700,2,0.0,0.0,2024-11-06 17:23:27.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,cf1f26df23c89d7ca83b743ad915adce,2024-11-07 00:00:00.000
aba,026-2367393-0863568,828515442012,tt/d25110413,NORMAL,3,692.37,,GB,GB,GB,GMAIL.COM,10.89.167.194,CC,"107,147,197,364",1,0,1,1,9,HSBC Bank PLC,+iKB4yVqZHOVmuOuLEipuw==,GB,--,WESTMIDLANDS,CV4 7ES,1,0.0,0.0,2024-10-29 22:20:59.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,cbc8bdf22b7f46f0a7e294e0594e46cd,2024-11-07 00:00:00.000
